Index,Frequency (Hz) ,DFT Cal,DFT Mag,Rz (Ohms),R_real,R_img,R_phase
261,244,40.012,400.02,1000.262451,-34.9966,999.65,4.6774
260,249.69,41.012,330.72,1240.086426,1065.6816,-634.1427,0.5368
259,255.51,41.012,498.892,822.065918,693.0287,442.1578,-0.5679
258,261.47,41.012,293.155,1398.992188,1396.0902,-90.0629,0.0644
257,267.56,40.012,249.377,1604.496826,1295.7275,946.3087,-0.6308
256,273.8,40.012,416.486,960.715393,916.3444,-288.5951,0.3051
255,280.19,41.012,118.14,3471.498291,-3371.0681,828.9747,3.3827
254,286.72,39.013,404.675,964.052673,505.6118,820.8253,-1.0187
253,293.41,40.05,277.078,1445.442261,1361.4338,-485.5936,0.3426
252,300.25,40.012,494.013,809.947998,-422.2513,-691.1726,2.1192
251,307.25,39.013,488.774,798.177063,791.2097,105.2323,-0.1322
250,314.41,40.05,408.163,981.224915,968.3247,-158.5863,0.1623
249,321.74,40.05,251.857,1590.186157,-418.0852,1534.2415,4.4463
248,329.24,40.012,362.229,1104.618164,1056.5505,322.3077,-0.2961
247,336.92,40.05,273.146,1466.244995,1451.5674,206.9455,-0.1416
246,344.78,40.05,233.452,1715.552246,1487.7064,854.312,-0.5213
245,352.82,39.051,289.36,1349.574829,1321.6449,-273.1431,0.2038
244,361.04,40.05,139.388,2873.273193,2197.7456,-1850.8412,0.6999
243,369.46,40.012,189.18,2115.05127,1552.1528,1436.7544,-0.7468
242,378.07,40.05,162.496,2464.671631,2455.5955,-211.3235,0.0858
241,386.89,40.05,210.376,1903.734009,1413.0779,1275.7014,-0.7344
240,395.91,40.012,426.499,938.162598,701.7554,622.6464,-0.7257
239,405.14,9.055,69.296,1306.760132,816.3266,-1020.4083,0.8961
238,414.59,8.246,153.447,537.397827,500.2973,-196.2117,0.3738
237,424.26,8.062,132.004,610.759583,183.6442,582.4964,-1.2654
236,434.15,9,11.705,7689.219238,-7226.2778,2627.7368,3.4904
235,444.27,8.062,186.762,431.686462,254.5872,348.6238,-0.94
234,454.63,9.055,123.309,734.367981,643.8672,353.1732,-0.5017
233,465.23,7.071,76.538,923.868774,737.4531,556.5038,-0.6465
232,476.08,9.055,98.082,923.250244,825.3639,-413.7215,0.4647
231,487.18,8,21.19,3775.43335,-3563.4741,1247.2167,3.4783
230,498.54,9.055,89.811,1008.272339,218.1999,984.3789,-1.3527
229,510.16,9.055,18.385,4925.47998,3076.9231,3846.1536,-0.8961
228,522.06,8.062,83.57,964.727356,-455.3266,850.5154,4.2209
227,534.23,8,142.864,559.974792,513.4738,223.4198,-0.4104
226,546.69,8.062,80.056,1007.074402,-831.6431,567.9513,3.7408
225,559.43,8.062,170.074,474.045471,404.4944,247.191,-0.5485
224,572.48,8.062,42.19,1910.938477,-415.7308,1865.1686,4.4931
223,585.82,8.062,62.586,1288.189941,130.2018,1281.593,-1.4696
222,599.48,8,55.073,1452.625977,1266.0735,712.166,-0.5124
221,613.46,7.071,38.601,1831.858276,268.4564,1812.0806,-1.4237
220,627.77,8.062,135.665,594.276794,583.5371,-112.4694,0.1904
219,642.4,8.062,69.354,1162.47644,1083.16,-422.0374,0.3715
218,657.38,9.055,160.378,564.628784,508.9226,-244.5473,0.4479
217,672.71,8.062,162.985,494.663574,490.8899,-60.9847,0.1236
216,688.4,8.062,44.911,1795.162354,1700.5453,575.1116,-0.3261
215,704.45,8.062,96.255,837.594788,717.7549,431.7323,-0.5415
214,720.87,8.062,44.181,1824.806274,1782.7869,389.3444,-0.215
213,737.68,8,160.178,499.444305,439.6461,-236.9724,0.4944
212,754.88,9.055,58.412,1550.252441,1318.8745,-814.7715,0.5534
211,772.48,8,118.68,674.0802,-238.5516,630.4579,4.3507
210,790.49,8.062,41.049,1964.068848,-890.2078,-1750.7417,2.0412
209,808.92,6,104.202,575.806213,-513.9067,-259.7164,2.6737
208,827.79,8.544,100.08,853.717651,331.4697,-786.7412,1.172
207,847.09,9.055,147.167,615.31543,614.0919,38.7847,-0.0631
206,866.84,7,183.698,381.059967,149.3555,350.5705,-1.168
205,887.05,8.062,170,474.250458,474.0485,-13.8408,0.0292
204,907.73,8,110.635,723.101501,156.8627,705.8823,-1.3521
203,928.9,6.325,160.256,394.653168,302.1572,253.8743,-0.6988
202,950.56,8,63.695,1255.993652,-473.2561,1163.4211,4.3261
201,972.72,8.062,42.953,1876.974976,991.8699,-1593.4958,1.014
200,995.4,8.062,36.139,2230.925537,-283.3078,-2212.8635,1.6981
199,1018.61,9.055,69.318,1306.352173,1096.7744,709.6773,-0.5743
198,1042.36,8.062,82.462,977.692383,676.4706,705.8823,-0.8067
197,1066.66,8.062,93.648,860.908264,685.2908,521.0946,-0.6501
196,1091.54,8.062,31.765,2538.114014,-2071.3577,-1466.7993,2.5254
195,1116.99,9.22,78.6,1172.966187,765.62,888.637,-0.8596
194,1143.03,8.544,40.497,2109.79126,1695.1218,-1256.0975,0.6377
193,1169.68,9,158.928,566.29541,545.1738,153.2188,-0.274
192,1196.96,8.062,95.047,848.23584,-131.7245,837.9455,4.5565
191,1224.86,8.062,119.641,673.870056,-57.9851,-671.3707,1.657
190,1253.42,8.246,70.803,1164.677246,-742.0707,-897.666,2.2616
189,1282.65,8.246,125.936,654.791199,653.2156,45.3972,-0.0694
188,1312.56,8,118.68,674.0802,647.4974,-187.4335,0.2818
187,1343.16,9.055,44.294,2044.360352,-1681.9572,-1162.0797,2.537
186,1374.48,8.062,159.706,504.818787,179.9577,471.6537,-1.2063
185,1406.53,8.062,70.228,1148.008545,255.4744,1119.2214,-1.3464
184,1439.32,7.071,108.227,653.357605,204.0468,620.6779,-1.2532
183,1472.88,8.246,106.231,776.253662,253.4338,733.7173,-1.2382
182,1507.23,8.062,45.188,1784.139404,543.5847,1699.3143,-1.2612
181,1542.37,8.246,97.021,849.944214,820.1423,223.0957,-0.2656
180,1578.33,8.246,89.894,917.322205,690.5087,603.8856,-0.7186
179,1615.13,6.083,49.396,1231.419312,-631.1476,1057.3771,4.1743
178,1652.79,8,107.205,746.231018,709.9974,229.705,-0.3129
177,1691.33,9.22,57.245,1610.53894,1367.1041,851.3884,-0.557
176,1730.77,8.246,95.462,863.820984,131.68,853.7254,-1.4178
175,1771.12,9.487,125.873,753.683167,753.5975,11.3608,-0.0151
174,1812.42,8.944,133.004,672.482727,540.4184,400.2261,-0.6374
173,1854.68,6.708,84.959,789.583008,286.7831,735.6608,-1.1991
172,1897.92,8.062,64.938,1241.523315,958.027,789.6609,-0.6894
171,1942.17,7.071,99.403,711.35199,507.0338,498.9373,-0.7773
170,1987.46,8.246,131.947,624.964111,607.6967,-145.8932,0.2356
169,2033.8,8.062,91.788,878.358337,753.7092,451.0385,-0.5393
168,2081.22,7.28,70.093,1038.638794,457.9686,932.2206,-1.1142
167,2129.75,7.28,55.866,1303.139893,618.3914,1147.0682,-1.0764
166,2179.41,7.28,80.411,905.357422,808.8463,406.7429,-0.4659
165,2230.22,7.28,95.509,762.242004,23.0214,761.8943,-1.5406
164,2282.22,9.22,56.321,1636.978149,1626.7339,182.8499,-0.1119
163,2335.44,8.246,99.005,832.908142,810.0388,193.838,-0.2349
162,2389.89,8.246,86.585,952.38092,840.3361,448.1793,-0.49
161,2445.62,7.616,65.765,1158.032959,723.6993,904.0463,-0.8957
160,2502.64,8.246,90.377,912.423706,896.1801,-171.4006,0.189
159,2560.99,8.544,63.135,1353.295898,208.2286,1337.1802,-1.4163
158,2620.71,8.246,90.094,915.285645,842.6758,357.2748,-0.401
157,2681.81,7.28,94.403,771.17041,471.2748,610.4129,-0.9133
156,2744.34,8.246,52.431,1572.776733,560.2037,1469.6252,-1.2066
155,2808.33,8.246,48.021,1717.215454,1205.5507,1222.8967,-0.7925
154,2873.81,8.544,85.703,996.932007,767.8693,635.8067,-0.6916
153,2940.82,8.544,41.677,2050.036133,2020.7255,-345.4231,0.1693
152,3009.39,8.944,119.775,746.757446,493.5174,560.4349,-0.8488
151,3079.56,7.28,74.525,976.866028,866.0424,451.9266,-0.481
150,3151.36,7.616,71.694,1062.263916,634.2412,852.1401,-0.931
149,3224.84,8.544,55.444,1541.024292,1499.6747,354.5869,-0.2322
148,3300.04,7.616,117.648,647.336792,406.7626,503.5764,-0.8913
147,3376.98,8.544,85.006,1005.1073,936.8945,363.9635,-0.3705
146,3455.72,8.544,86.284,990.213989,599.0596,788.4487,-0.9211
145,3536.3,7.616,111.803,681.175415,663.9999,152,-0.225
144,3618.75,7.616,24.698,3083.536621,-1770.4918,-2524.5903,2.1824
143,3703.13,7.616,79.906,953.089233,346.1237,888.0189,-1.1991
142,3789.47,7.616,75.286,1011.577332,1005.6458,109.386,-0.1083
141,3877.83,7.616,140.431,542.312439,37.0164,541.0477,-1.5025
140,3968.25,8.062,97.129,830.058533,-11.66,829.9766,-1.5848
139,4060.77,7.616,110.788,687.41803,402.4767,557.2755,-0.9453
138,4155.46,8.062,118.849,678.363525,484.9557,474.3364,-0.7743
137,4252.35,8.062,106.677,755.762817,609.8419,446.3972,-0.6319
136,4351.5,7.616,100.658,756.600098,230.9514,720.4896,-1.2606
135,4452.96,8.062,9.22,8744.746094,6470.5879,5882.3535,-0.7378
134,4556.79,8.062,112.071,719.385803,611.465,378.9809,-0.5548
133,4663.03,8.062,162.61,495.803406,191.7404,457.2271,-1.1737
132,4771.76,8.062,134.38,599.959412,170.0077,575.3683,-1.2835
131,4883.02,8.062,85.053,947.910706,805.9165,499.0324,-0.5544
130,4996.88,8.602,123.146,698.54541,243.3235,654.7972,-1.215
129,5113.39,8.062,68.71,1173.38269,1160.771,171.5739,-0.1467
128,5232.61,6.708,95.885,699.60675,577.5505,394.8227,-0.5996
127,5354.62,8.602,141.014,610.032593,412.874,449.0822,-0.8274
126,5479.47,8.602,120.37,714.655396,251.9153,668.7832,-1.2106
125,5607.24,8.602,114.162,753.518127,438.1187,613.0592,-0.9503
124,5737.98,7.81,168.181,464.394287,304.4016,350.7159,-0.856
123,5871.77,8.602,107.355,801.300476,570.0651,563.1237,-0.7793
122,6008.68,7.81,138.293,564.760315,345.098,447.0588,-0.9134
121,6148.78,7.81,136.033,574.143433,449.0678,357.7412,-0.6727
120,6292.15,7.81,140.431,556.16095,321.4847,453.831,-0.9545
119,6438.86,7.81,121.05,645.210815,391.0462,513.2054,-0.9197
118,6588.99,8.485,142.127,597.022278,403.9604,439.6039,-0.8276
117,6742.62,8.485,136.062,623.631165,320.8555,534.7593,-1.0304
116,6899.84,7.81,174.614,447.286926,244.9984,374.2211,-0.9911
115,7060.72,8.485,144.499,587.220215,379.3103,448.2759,-0.8685
114,7225.35,7.81,150.163,520.11731,313.9829,414.6526,-0.9227
113,7393.82,8.485,143.014,593.318237,413.6312,425.3654,-0.7994
112,7566.22,8.485,163.196,519.943542,349.1909,385.2364,-0.8344
111,7742.64,8.485,167.075,507.873077,369.7069,348.2124,-0.7555
110,7923.17,7.81,155.724,501.544006,282.4742,414.433,-0.9725
109,8107.91,7.81,146.219,534.147339,318.9897,428.4378,-0.9308
108,8296.96,8.602,181.108,474.983978,231.7073,414.6342,-1.0612
107,8490.42,7.211,183.025,393.996399,213.1471,331.3631,-0.9992
106,8688.38,8.602,174.011,494.353882,282.6949,405.5482,-0.962
105,8890.97,7.211,166.027,434.332855,234.3552,365.6811,-1.0009
104,9098.27,8.062,159.389,505.821259,306.6325,402.283,-0.9195
103,9310.41,8.062,188.066,428.691925,251.0673,347.4795,-0.9451
102,9527.5,8.944,169.85,526.598511,302.2635,431.2108,-0.9594
101,9749.65,6.708,192.003,349.380859,216.4655,274.2438,-0.9026
100,9976.98,7.616,199.123,382.465607,200.2522,325.8512,-1.0197
99,10209.61,7.616,192.003,396.649475,227.0446,325.2408,-0.9614
98,10447.66,7.616,173.003,440.210785,255.9305,358.1691,-0.9504
97,10691.26,7.28,212.953,341.864563,168.4712,297.4707,-1.0555
96,10940.55,8.544,205.448,415.871246,231.2303,345.6609,-0.9812
95,11195.64,8.246,211.814,389.314514,192.5777,338.3484,-1.0534
94,11456.69,8.246,200,412.310547,208,356,-1.042
93,11723.82,8.544,192.388,444.103546,302.056,325.5613,-0.8228
92,11997.18,8.246,221.253,372.704651,226.7481,295.7939,-0.9168
91,12276.91,7.28,241.033,302.037659,184.3469,239.255,-0.9143
90,12563.17,9.055,239.842,377.556915,194.3537,323.691,-1.0301
89,12856.1,8.062,222.443,362.441101,239.2838,272.2257,-0.8497
88,13155.86,8.062,231.717,347.934784,218.4642,270.7988,-0.892
87,13462.61,8.062,219.672,367.012634,237.069,280.1724,-0.8685
86,13776.51,7,247.164,283.21286,161.5649,232.6076,-0.9637
85,14097.73,8.062,248.395,324.574249,238.2496,220.4214,-0.7465
84,14426.44,7,249.58,280.471588,183.1755,212.3936,-0.8591
83,14762.82,8.062,260.68,309.278107,174.9713,255.0255,-0.9695
82,15107.03,8.246,236.381,348.852478,191.8534,291.3594,-0.9885
81,15459.28,8.062,266.588,302.424194,187.5642,237.2342,-0.9018
80,15819.73,8.246,254.678,323.789429,143.6919,290.159,-1.111
79,16188.6,7.28,273.821,265.871033,158.0464,213.7961,-0.9342
78,16566.06,7.616,272.029,279.961365,143.2432,240.5405,-1.0337
77,16952.32,8.246,287.642,286.682983,189.7556,214.8952,-0.8474
76,17347.59,8.246,297.478,277.204315,179.6752,211.0901,-0.8656
75,17752.08,7.616,297.41,256.069427,176.0257,185.9745,-0.8129
74,18166,8.602,300.752,286.026825,143.5015,247.424,-1.0452
73,18589.57,7.211,297.254,242.59053,148.9362,191.4894,-0.9098
72,19023.01,7.211,308.007,234.12175,143.3571,185.0993,-0.9118
71,19466.56,7.81,307.561,253.941177,141.1295,211.1127,-0.9815
70,19920.46,7.211,321.361,224.392456,151.4432,165.5806,-0.83
69,20384.93,8.246,328.758,250.82901,164.1346,189.6708,-0.8574
68,20860.24,7.28,338.647,214.976166,138.5571,164.3676,-0.8704
67,21346.63,8.544,339.86,251.397552,161.638,192.5458,-0.8724
66,21844.36,7.616,339.666,224.213577,138.4206,176.3844,-0.9054
65,22353.7,7.616,343.628,221.628601,148.374,164.6342,-0.8373
64,22874.91,7.616,352.695,215.930634,149.8465,155.4737,-0.8038
63,23408.27,8.062,358.622,224.811905,148.1222,169.1159,-0.8515
62,23954.07,8.062,357.001,225.832672,157.3166,162.0243,-0.8001
61,24512.6,8.062,375.741,214.569778,157.3866,145.8412,-0.7473
60,25084.15,7.211,368.912,195.469482,142.8403,133.4352,-0.7514
59,25669.03,7.81,374.931,208.311844,145.6894,148.8906,-0.7963
58,26267.54,7.81,380.189,205.430481,153.5865,136.429,-0.7263
57,26880.01,7.81,385.047,202.839005,157.8298,127.4105,-0.6792
56,27506.76,7.071,383.308,184.474823,143.951,115.365,-0.6756
55,28148.12,7.81,390.786,199.859833,152.3763,129.3267,-0.7038
54,28804.44,7.211,396.309,181.956451,133.9607,123.1369,-0.7433
53,29476.06,8.062,397.508,202.819763,150.1775,136.3179,-0.7371
52,30163.34,8.062,399.242,201.93924,154.2718,130.306,-0.7014
51,30866.65,7.616,402.592,189.168701,141.6584,125.3702,-0.7245
50,31586.35,7.28,411.602,176.872665,128.5593,121.4761,-0.7571
49,32322.84,7.28,408.873,178.053162,133.6906,117.5999,-0.7215
48,33076.5,7.28,410.406,177.388046,141.8962,106.4518,-0.6436
47,33847.73,7.071,406.725,173.853897,136.3156,107.9039,-0.6696
46,34636.94,7.071,431.356,163.926498,132.1022,97.0613,-0.6337
45,35444.56,7,418.862,167.119675,130.0693,104.9332,-0.6788
44,36271,7,417.969,167.476578,139.0399,93.3611,-0.5913
43,37116.72,7.071,420.672,168.089767,134.5464,100.7544,-0.6428
42,37982.15,7.071,423.817,166.842422,140.6851,89.6889,-0.5675
41,38867.77,6.325,429.913,147.112518,115.2441,91.4379,-0.6707
40,39774.03,6.325,430.509,146.908783,123.4501,79.6383,-0.5729
39,40701.43,6.708,427.604,156.878952,127.1569,91.8811,-0.6257
38,41650.44,6.708,430.508,155.820709,133.0549,81.0955,-0.5474
37,42621.59,7.211,426.198,169.195938,143.5768,89.5153,-0.5575
36,43615.38,6.403,428.6,149.396255,124.2801,82.9078,-0.5883
35,44632.34,7.071,427.85,165.269623,140.9405,86.3124,-0.5495
34,45673.01,6.403,458.926,139.524139,96.7652,100.5161,-0.8044
33,46737.95,6.403,426.483,150.137741,132.3891,70.8128,-0.4912
32,47827.72,5.831,427.739,136.32019,122.1572,60.5047,-0.4599
31,48942.9,6.708,428.207,156.658066,139.7243,70.8439,-0.4693
30,50084.08,6.325,415.12,152.354706,135.2096,70.2162,-0.479
29,51251.87,6.083,418.937,145.195251,125.3504,73.273,-0.529
28,52446.89,6.083,431.4,141.000504,125.1437,64.963,-0.4788
27,53669.77,6,406.647,147.548019,130.2597,69.3025,5.7942
26,54921.16,6.083,424.976,143.13176,123.9722,71.5373,5.7598
25,56201.74,6.083,416.454,146.060822,133.3649,59.5616,5.8632
24,57512.17,6.325,422.465,149.705887,134.8073,65.1064,5.8333
23,58853.16,5.831,397.001,146.874893,125.7534,75.8835,5.7402
22,60225.41,5.831,396.057,147.225128,137.5103,52.5943,-0.3653
21,61629.66,5,338.813,147.574203,126.5746,75.8751,-0.54
20,63066.66,5.657,208.856,270.848969,257.6741,-83.446,0.3132
19,64537.15,5,331.059,151.030518,136.8613,63.8686,-0.4366
18,66041.94,5.385,386.907,139.184998,115.0324,78.3583,-0.598
17,67581.81,5.385,374.777,143.689743,131.6408,57.5973,-0.4124
16,69157.59,5.099,403.491,126.372566,110.1318,61.976,-0.5126
15,70770.11,5.099,367.679,138.681198,134.4794,33.8787,-0.2468
14,72420.22,4,327.941,121.973328,116.0444,37.5657,-0.3131
13,74108.81,5.099,345.377,147.636505,135.7254,58.0961,-0.4044
12,75836.78,4.123,349.07,118.116798,113.9926,30.9397,-0.265
11,77605.03,4.472,336.63,132.850052,125.3089,44.1228,-0.3386
10,79414.52,5,328.16,152.364685,142.6329,53.5802,-0.3593
9,81266.2,6.708,582.192,115.223145,112.9377,22.8353,-0.1995
8,83161.04,7.211,543.949,132.569565,127.4841,36.3661,-0.2779
7,85100.07,6.403,572.923,111.762352,107.3906,30.9529,-0.2806
6,87084.31,7.071,555.493,127.293449,123.3096,31.5971,-0.2508
5,89114.82,7.071,540.856,130.73851,130.0744,13.1613,-0.1008
4,91192.68,6.403,553.824,115.6166,113.6212,21.3875,-0.1861
3,93318.98,6.708,487.955,137.475891,129.7774,45.3591,-0.3362
2,95494.86,6.708,515.079,130.236496,129.0208,17.7531,-0.1367
1,97721.47,6.325,549.637,115.067825,113.803,17.0142,-0.1484
0,100000,6.325,530.479,119.22348,118.831,9.6657,-0.0812
